companyName,symbol,dividend_Ex_Date,payment_Date,record_Date,dividend_Rate,indicated_Annual_Dividend,announcement_Date
Virtus Diversified Income & Convertible Fund,ACV,12/29/2022,01/10/2023,12/30/2022,0.196,2.16,12/20/2022
Virtus Equity & Convertible Income Fund,NIE,12/29/2022,01/10/2023,12/30/2022,1.977,2.0,12/20/2022
West Fraser Timber Co. Ltd,WFG,12/29/2022,01/13/2023,12/30/2022,0.3,1.2,12/06/2022
Willis Towers Watson Public Limited Company,WTW,12/29/2022,01/17/2023,12/31/2022,0.82,3.28,12/08/2022
"Wolverine World Wide, Inc.",WWW,12/29/2022,02/01/2023,01/02/2023,0.1,0.4,11/02/2022
W. P. Carey Inc.,WPC,12/29/2022,01/13/2023,12/30/2022,1.065,4.26,12/08/2022
"Xenia Hotels & Resorts, Inc.",XHR,12/29/2022,01/13/2023,12/30/2022,0.1,0.4,11/18/2022
Xerox Holdings Corporation,XRX,12/29/2022,01/31/2023,12/31/2022,0.25,1.0,10/20/2022
Yamana Gold Inc.,AUY,12/29/2022,01/13/2023,12/30/2022,0.03,0.12,11/21/2022
The York Water Company,YORW,12/29/2022,01/17/2023,12/30/2022,0.203,0.811,11/21/2022
"Agilent Technologies, Inc.",A,12/30/2022,01/25/2023,01/03/2023,0.225,0.9,11/16/2022
"Air Products and Chemicals, Inc.",APD,12/30/2022,02/13/2023,01/03/2023,1.62,6.48,11/22/2022
"The Andersons, Inc.",ANDE,12/30/2022,01/20/2023,01/03/2023,0.185,0.74,12/16/2022
"Cardinal Health, Inc.",CAH,12/30/2022,01/15/2023,01/03/2023,0.496,1.983,11/08/2022
"Choice Hotels International, Inc.",CHH,12/30/2022,01/17/2023,01/03/2023,0.237,0.95,12/07/2022
Consolidated Water Co. Ltd.,CWCO,12/30/2022,01/31/2023,01/03/2023,0.085,0.34,11/22/2022
CubeSmart,CUBE,12/30/2022,01/17/2023,01/03/2023,0.49,1.96,12/07/2022
Dollar General Corporation,DG,12/30/2022,01/17/2023,01/03/2023,0.55,2.2,11/30/2022
Encompass Health Corporation,EHC,12/30/2022,01/17/2023,01/03/2023,0.15,0.6,10/19/2022
Equity Residential,EQR,12/30/2022,01/13/2023,01/03/2023,0.625,2.5,12/15/2022
"Essex Property Trust, Inc.",ESS,12/30/2022,01/13/2023,01/03/2023,2.2,8.8,12/09/2022
Federal Realty Investment Trust,FRT,12/30/2022,01/17/2023,01/03/2023,1.08,4.32,11/03/2022
The First of Long Island Corporation,FLIC,12/30/2022,01/12/2023,01/03/2023,0.21,0.84,12/16/2022
"Franchise Group, Inc.",FRG,12/30/2022,01/17/2023,01/03/2023,0.625,2.5,12/19/2022
Fulton Financial Corporation,FULT,12/30/2022,01/13/2023,01/03/2023,0.15,0.6,12/20/2022
"HarborOne Bancorp, Inc.",HONE,12/30/2022,01/17/2023,01/03/2023,0.07,0.28,N/A
"Hurco Companies, Inc.",HURC,12/30/2022,01/17/2023,01/03/2023,0.15,0.6,11/15/2022
Limoneira Co,LMNR,12/30/2022,01/13/2023,01/03/2023,0.075,0.3,12/20/2022
"NorthEast Community Bancorp, Inc.",NECB,12/30/2022,02/06/2023,01/03/2023,0.06,0.24,12/15/2022
Orion Engineered Carbons S.A,OEC,12/30/2022,01/10/2023,01/03/2023,0.021,0.083,09/29/2022
Pegasystems Inc.,PEGA,12/30/2022,01/17/2023,01/03/2023,0.03,0.12,12/16/2022
"Quanta Services, Inc.",PWR,12/30/2022,01/13/2023,01/03/2023,0.08,0.32,12/13/2022
"Raymond James Financial, Inc.",RJF,12/30/2022,01/17/2023,01/03/2023,0.42,1.68,12/01/2022
Realty Income Corporation,O,12/30/2022,01/13/2023,01/03/2023,0.249,2.982,12/13/2022
"Republic Services, Inc.",RSG,12/30/2022,01/13/2023,01/03/2023,0.495,1.98,10/27/2022
State Street Corporation,STT,12/30/2022,01/13/2023,01/03/2023,0.63,2.52,12/15/2022
"Steel Dynamics, Inc.",STLD,12/30/2022,01/13/2023,12/31/2022,0.34,1.36,11/10/2022
Steelcase Inc.,SCS,12/30/2022,01/13/2023,01/03/2023,0.1,0.4,12/19/2022
"Ventas, Inc.",VTR,12/30/2022,01/19/2023,01/03/2023,0.45,1.8,12/07/2022
"Washington Trust Bancorp, Inc.",WASH,12/30/2022,01/06/2023,01/03/2023,0.56,2.24,12/15/2022
"Werner Enterprises, Inc.",WERN,12/30/2022,01/17/2023,01/03/2023,0.13,0.52,11/16/2022
AECOM,ACM,01/03/2023,01/20/2023,01/04/2023,0.18,0.72,11/17/2022
Bank of Nova Scotia (The),BNS,01/03/2023,01/27/2023,01/04/2023,0.768,3.071,11/29/2022
Brixmor Property Group Inc.,BRX,01/03/2023,01/17/2023,01/04/2023,0.26,1.04,11/01/2022
Comcast Corporation,CMCSA,01/03/2023,01/25/2023,01/04/2023,0.27,1.08,10/27/2022
Cousins Properties Incorporated,CUZ,01/03/2023,01/13/2023,01/04/2023,0.32,1.28,12/19/2022
First Trust Senior Floating Rate Income Fund II,FCT,01/03/2023,01/17/2023,01/04/2023,0.069,0.852,12/20/2022
First Trust Dynamic Europe Equity Income Fund,FDEU,01/03/2023,01/17/2023,01/04/2023,0.07,0.73,12/20/2022
First Trust Energy Infrastructure Fund,FIF,01/03/2023,01/17/2023,01/04/2023,0.064,0.755,12/20/2022
First Trust High Income Long Short Fund,FSD,01/03/2023,01/17/2023,01/04/2023,0.105,1.26,12/20/2022
First Trust MLP and Energy Income Fund,FEI,01/03/2023,01/17/2023,01/04/2023,0.05,0.6,10/20/2022
First Trust,FMY,01/03/2023,01/17/2023,01/04/2023,0.055,0.66,12/20/2022
First Trust New Opportunities MLP & Energy Fund,FPL,01/03/2023,01/17/2023,01/04/2023,0.038,0.45,10/20/2022
First Trust/abrdn Global Opportunity Income Fund,FAM,01/03/2023,01/17/2023,01/04/2023,0.045,0.655,12/20/2022
"Gap, Inc. (The)",GPS,01/03/2023,01/25/2023,01/04/2023,0.15,0.6,11/08/2022
"Kayne Anderson Energy Infrastructure Fund, Inc.",KYN,01/03/2023,01/11/2023,01/04/2023,0.2,0.8,12/14/2022
"Kayne Anderson NextGen Energy & Infrastructure, In",KMF,01/03/2023,01/11/2023,01/04/2023,0.16,0.64,12/14/2022
New Fortress Energy Inc.,NFE,01/03/2023,01/13/2023,01/04/2023,3.0,12.0,12/13/2022
New York Times Company (The),NYT,01/03/2023,01/19/2023,01/04/2023,0.09,0.36,12/15/2022
Owens Corning Inc,OC,01/03/2023,01/19/2023,01/04/2023,0.52,2.08,12/02/2022
Park Aerospace Corp.,PKE,01/03/2023,02/03/2023,01/04/2023,0.1,0.4,12/12/2022
Sylvamo Corporation,SLVM,01/03/2023,01/25/2023,01/04/2023,0.25,1.0,11/10/2022
Telefonica Brasil S.A.,VIV,01/03/2023,N/A,01/04/2023,0.113,0.25,12/13/2022
Whitestone REIT,WSR,01/03/2023,01/11/2023,01/04/2023,0.04,0.48,12/15/2022
ABM Industries Incorporated,ABM,01/04/2023,02/06/2023,01/05/2023,0.22,0.88,12/05/2022
Brandywine Realty Trust,BDN,01/04/2023,01/19/2023,01/05/2023,0.19,0.76,12/06/2022
Campbell Soup Company,CPB,01/04/2023,01/30/2023,01/05/2023,0.37,1.48,11/30/2022
"Cisco Systems, Inc.",CSCO,01/04/2023,01/25/2023,01/05/2023,0.38,1.52,12/07/2022
"Eagle Bancorp, Inc.",EGBN,01/04/2023,01/31/2023,01/05/2023,0.45,1.8,12/14/2022
"Ennis, Inc.",EBF,01/04/2023,02/02/2023,01/05/2023,0.25,1.0,12/15/2022
Erie Indemnity Company,ERIE,01/04/2023,01/20/2023,01/05/2023,1.19,4.76,12/07/2022
ESCO Technologies Inc.,ESE,01/04/2023,01/20/2023,01/05/2023,0.08,0.32,11/17/2022
Heico Corporation,HEI,01/04/2023,01/23/2023,01/05/2023,0.1,0.2,12/19/2022
Heico Corporation,HEI.A,01/04/2023,01/23/2023,01/05/2023,0.1,0.2,12/19/2022
Kadant Inc,KAI,01/04/2023,02/02/2023,01/05/2023,0.26,1.04,11/17/2022
"Simpson Manufacturing Company, Inc.",SSD,01/04/2023,01/26/2023,01/05/2023,0.26,1.04,10/24/2022
Trinseo PLC,TSE,01/04/2023,01/19/2023,01/05/2023,0.32,1.28,12/01/2022
Two Harbors Investments Corp,TWO,01/04/2023,01/27/2023,01/05/2023,0.6,2.4,12/19/2022
"Village Super Market, Inc.",VLGEA,01/04/2023,01/26/2023,01/05/2023,0.25,1.0,12/16/2022
Wabash National Corporation,WNC,01/04/2023,01/26/2023,01/05/2023,0.08,0.32,11/18/2022
American Express Company,AXP,01/05/2023,02/10/2023,01/06/2023,0.52,2.08,12/07/2022
Bristol-Myers Squibb Company,BMY,01/05/2023,02/01/2023,01/06/2023,0.57,2.28,12/08/2022
ChampionX Corporation,CHX,01/05/2023,01/27/2023,01/06/2023,0.075,0.3,11/10/2022
Encore Wire Corporation,WIRE,01/05/2023,01/20/2023,01/06/2023,0.02,0.08,11/09/2022
First Financial Corporation Indiana,THFF,01/05/2023,01/13/2023,01/06/2023,0.74,1.08,11/17/2022
Gentex Corporation,GNTX,01/05/2023,01/18/2023,01/06/2023,0.12,0.48,11/30/2022
Globe Life Inc.,GL,01/05/2023,02/01/2023,01/06/2023,0.207,0.83,12/13/2022
J P Morgan Chase & Co,JPM,01/05/2023,01/31/2023,01/06/2023,1.0,4.0,12/13/2022
Keurig Dr Pepper Inc.,KDP,01/05/2023,01/20/2023,01/06/2023,0.2,0.8,12/06/2022
Kite Realty Group Trust,KRG,01/05/2023,01/13/2023,01/06/2023,0.24,0.96,11/09/2022
"Landstar System, Inc.",LSTR,01/05/2023,01/20/2023,01/06/2023,2.0,1.2,12/07/2022
Main Street Capital Corporation,MAIN,01/05/2023,01/13/2023,01/06/2023,0.225,2.7,11/01/2022
"Marvell Technology, Inc.",MRVL,01/05/2023,01/25/2023,01/06/2023,0.06,0.24,12/13/2022
"Morningstar, Inc.",MORN,01/05/2023,01/31/2023,01/06/2023,0.375,1.5,12/06/2022
"NetApp, Inc.",NTAP,01/05/2023,01/25/2023,01/06/2023,0.5,2.0,11/29/2022
Preferred Bank,PFBC,01/05/2023,01/20/2023,01/06/2023,0.55,2.2,12/15/2022
Progressive Corporation (The),PGR,01/05/2023,01/13/2023,01/06/2023,0.1,0.4,12/14/2022
"Royal Gold, Inc.",RGLD,01/05/2023,01/20/2023,01/06/2023,0.375,1.5,11/15/2022
Sysco Corporation,SYY,01/05/2023,01/27/2023,01/06/2023,0.49,1.96,11/17/2022
"Toll Brothers, Inc.",TOL,01/05/2023,01/20/2023,01/06/2023,0.2,0.8,12/14/2022
Toronto Dominion Bank (The),TD,01/05/2023,01/31/2023,01/06/2023,0.716,2.862,12/01/2022
Urstadt Biddle Properties Inc.,UBA,01/05/2023,01/13/2023,01/06/2023,0.25,1.0,12/15/2022
Urstadt Biddle Properties Inc.,UBP,01/05/2023,01/13/2023,01/06/2023,0.225,0.9,12/15/2022
VersaBank,VBNK,01/05/2023,01/31/2023,01/06/2023,0.019,0.075,12/07/2022
"First Bancorp, Inc (ME)",FNLC,01/06/2023,01/20/2023,01/09/2023,0.34,1.36,12/15/2022
INVESCO MORTGAGE CAPITAL INC,IVR,01/06/2023,01/27/2023,01/09/2023,0.65,2.6,12/19/2022
Mastercard Incorporated,MA,01/06/2023,02/09/2023,01/09/2023,0.57,2.28,12/06/2022
OGE Energy Corp,OGE,01/06/2023,01/27/2023,01/09/2023,0.414,1.656,12/08/2022
"Roper Technologies, Inc.",ROP,01/06/2023,01/23/2023,01/09/2023,0.683,2.73,11/10/2022
"Shoe Carnival, Inc.",SCVL,01/06/2023,01/23/2023,01/09/2023,0.09,0.36,12/15/2022
Virtus Stone Harbor Emerging Markets Total Income Fund,EDI,01/06/2023,01/20/2023,01/09/2023,0.07,0.91,11/17/2022
Virtus Stone Harbor Emerging Markets Income Fund,EDF,01/06/2023,01/20/2023,01/09/2023,0.06,0.78,11/17/2022
"UDR, Inc.",UDR,01/06/2023,01/31/2023,01/09/2023,0.38,1.52,12/15/2022
Universal Corporation,UVV,01/06/2023,02/06/2023,01/09/2023,0.79,3.16,11/03/2022
"Waterstone Financial, Inc.",WSBF,01/06/2023,02/01/2023,01/09/2023,0.2,0.8,12/15/2022
Accenture plc,ACN,01/09/2023,02/15/2023,01/10/2023,1.12,4.48,12/16/2022
AT&T Inc.,T,01/09/2023,02/01/2023,01/10/2023,0.278,1.11,12/15/2022
Brady Corporation,BRC,01/09/2023,01/31/2023,01/10/2023,0.23,0.92,11/16/2022
"City Office REIT, Inc.",CIO,01/09/2023,01/24/2023,01/10/2023,0.2,0.8,12/15/2022
The Community Financial Corporation,TCFC,01/09/2023,01/24/2023,01/10/2023,0.175,0.7,11/30/2022
"Darden Restaurants, Inc.",DRI,01/09/2023,02/01/2023,01/10/2023,1.21,4.84,12/16/2022
Equinor ASA,EQNR,01/09/2023,01/25/2023,01/10/2023,0.757,0.68,12/14/2022
"General Mills, Inc.",GIS,01/09/2023,02/01/2023,01/10/2023,0.54,2.16,11/14/2022
Intuit Inc.,INTU,01/09/2023,01/18/2023,01/10/2023,0.78,3.12,N/A
Lincoln National Corporation,LNC,01/09/2023,02/01/2023,01/10/2023,0.45,1.8,11/02/2022
"MSC Industrial Direct Company, Inc.",MSM,01/09/2023,01/24/2023,01/10/2023,0.79,3.16,12/16/2022
Oracle Corporation,ORCL,01/09/2023,01/24/2023,01/10/2023,0.32,1.28,12/12/2022
Southwest Airlines Company,LUV,01/09/2023,01/31/2023,01/10/2023,0.18,0.72,12/06/2022
Eagle Point Income Company Inc.,EIC,01/10/2023,01/31/2023,01/11/2023,0.16,1.57,11/07/2022
"InterDigital, Inc.",IDCC,01/10/2023,01/25/2023,01/11/2023,0.35,1.4,12/02/2022
"Winnebago Industries, Inc.",WGO,01/10/2023,01/25/2023,01/11/2023,0.27,1.08,12/14/2022
Johnson Outdoors Inc.,JOUT,01/11/2023,01/26/2023,01/12/2023,0.31,1.24,12/08/2022
Abbott Laboratories,ABT,01/12/2023,02/15/2023,01/13/2023,0.51,2.04,12/09/2022
AbbVie Inc.,ABBV,01/12/2023,02/15/2023,01/13/2023,1.48,5.92,10/28/2022
"Arcosa, Inc.",ACA,01/12/2023,01/31/2023,01/13/2023,0.05,0.2,12/08/2022
"BankUnited, Inc.",BKU,01/12/2023,01/31/2023,01/13/2023,0.25,1.0,12/20/2022
Bel Fuse Inc.,BELFA,01/12/2023,02/01/2023,01/13/2023,0.07,0.28,11/01/2022
Bel Fuse Inc.,BELFB,01/12/2023,02/01/2023,01/13/2023,0.07,0.28,11/01/2022
"Buckle, Inc. (The)",BKE,01/12/2023,01/27/2023,01/13/2023,3.0,1.4,12/06/2022
Camden National Corporation,CAC,01/12/2023,01/31/2023,01/13/2023,0.42,1.68,12/20/2022
City Holding Company,CHCO,01/12/2023,01/31/2023,01/13/2023,0.65,2.6,11/15/2022
"Cracker Barrel Old Country Store, Inc.",CBRL,01/12/2023,01/31/2023,01/13/2023,1.3,5.2,12/02/2022
First United Corporation,FUNC,01/12/2023,02/01/2023,01/13/2023,0.18,0.72,12/01/2022
"Foot Locker, Inc.",FL,01/12/2023,01/27/2023,01/13/2023,0.4,1.6,11/14/2022
"Freeport-McMoran, Inc.",FCX,01/12/2023,02/01/2023,01/13/2023,0.075,0.3,12/21/2022
IDEX Corporation,IEX,01/12/2023,01/27/2023,01/13/2023,0.6,2.4,11/09/2022
Immersion Corporation,IMMR,01/12/2023,01/30/2023,01/15/2023,0.03,0.12,11/14/2022
KKR Income Opportunities Fund,KIO,01/12/2023,01/31/2023,01/13/2023,0.105,1.365,10/24/2022
"Methode Electronics, Inc.",MEI,01/12/2023,01/27/2023,01/13/2023,0.14,0.56,12/15/2022
"Mid-America Apartment Communities, Inc.",MAA,01/12/2023,01/31/2023,01/13/2023,1.4,5.6,12/13/2022
Norwood Financial Corp.,NWFL,01/12/2023,02/01/2023,01/13/2023,0.29,1.16,12/16/2022
"Oxford Industries, Inc.",OXM,01/12/2023,01/27/2023,01/13/2023,0.55,2.2,12/07/2022
Principal Real Estate Income Fund,PGZ,01/12/2023,01/31/2023,01/13/2023,0.105,1.333,10/03/2022
SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,SAIC,01/12/2023,01/27/2023,01/13/2023,0.37,1.48,11/30/2022
"Trinity Industries, Inc.",TRN,01/12/2023,01/31/2023,01/13/2023,0.26,1.04,12/08/2022
WD-40 Company,WDFC,01/12/2023,01/31/2023,01/13/2023,0.83,3.32,12/13/2022
"Dime Community Bancshares, Inc.",DCOM,01/13/2023,01/24/2023,01/17/2023,0.24,0.96,12/20/2022
"EOG Resources, Inc.",EOG,01/13/2023,01/31/2023,01/17/2023,0.825,3.3,11/03/2022
"F&G Annuities & Life, Inc.",FG,01/13/2023,01/31/2023,01/17/2023,0.2,0.8,12/08/2022
The Gabelli Dividend & Income Trust,GDV,01/13/2023,01/24/2023,01/17/2023,0.11,1.32,11/11/2022
Gabelli Utility Trust (The),GUT,01/13/2023,01/24/2023,01/17/2023,0.05,0.6,11/11/2022
"GAMCO Natural Resources, Gold & Income Tust ",GNT,01/13/2023,01/24/2023,01/17/2023,0.03,0.36,11/11/2022
Hormel Foods Corporation,HRL,01/13/2023,02/15/2023,01/17/2023,0.275,1.1,11/21/2022
McGrath RentCorp,MGRC,01/13/2023,01/31/2023,01/17/2023,0.455,1.82,12/08/2022
Oxford Lane Capital Corp.,OXLC,01/13/2023,01/31/2023,01/17/2023,0.075,0.9,11/01/2022
Oxford Square Capital Corp.,OXSQ,01/13/2023,01/31/2023,01/17/2023,0.035,0.42,10/20/2022
"Phillips Edison & Company, Inc.",PECO,01/13/2023,N/A,01/17/2023,0.093,1.12,N/A
Quaker Houghton,KWR,01/13/2023,01/31/2023,01/17/2023,0.435,1.74,11/16/2022
Sandstorm Gold Ltd,SAND,01/13/2023,01/27/2023,01/17/2023,0.015,0.06,12/20/2022
"Saul Centers, Inc.",BFS,01/13/2023,01/31/2023,01/17/2023,0.59,2.36,12/09/2022
"Source Capital, Inc.",SOR,01/13/2023,01/31/2023,01/17/2023,0.185,2.405,11/14/2022
"Cohen & Steers Closed-End Opportunity Fund, Inc.",FOF,01/17/2023,01/31/2023,01/18/2023,0.087,1.044,12/13/2022
"Cohen & Steers Limited Duration Preferred and Income Fund, Inc.",LDP,01/17/2023,01/31/2023,01/18/2023,0.135,1.62,12/13/2022
"Cohen & Steers Select Preferred and Income Fund, Inc.",PSF,01/17/2023,01/31/2023,01/18/2023,0.135,1.62,12/13/2022
Cohen & Steers Real Estate Opportunities and Income Fund,RLTY,01/17/2023,01/31/2023,01/18/2023,0.104,1.04,12/13/2022
Cohen & Steers Tax-Advantaged Preferred Securities,PTA,01/17/2023,01/31/2023,01/18/2023,0.134,1.564,12/13/2022
"Cohen & Steers REIT and Preferred and Income Fund,",RNP,01/17/2023,01/31/2023,01/18/2023,0.136,1.632,12/13/2022
"Cohen & Steers Infrastructure Fund, Inc",UTF,01/17/2023,01/31/2023,01/18/2023,0.155,1.86,12/13/2022
Comtech Telecommunications Corp.,CMTL,01/17/2023,02/17/2023,01/18/2023,0.1,0.4,12/08/2022
Cushing MLP & Infrastructure Total Return Fund,SRV,01/17/2023,01/31/2023,01/18/2023,0.45,3.3,12/01/2022
Graco Inc.,GGG,01/17/2023,02/01/2023,01/18/2023,0.235,0.94,12/02/2022
Horizon Technology Finance Corporation,HRZN,01/17/2023,02/15/2023,01/18/2023,0.11,1.32,10/28/2022
"Mexico Fund, Inc. (The)",MXF,01/17/2023,01/26/2023,01/18/2023,0.2,0.92,12/08/2022
NXG NextGen Infrastructure Income Fund,NXG,01/17/2023,01/31/2023,01/18/2023,0.213,2.558,12/01/2022
Quest Diagnostics Incorporated,DGX,01/17/2023,02/01/2023,01/18/2023,0.66,2.64,11/14/2022
"Argan, Inc.",AGX,01/19/2023,01/31/2023,01/20/2023,0.25,1.0,12/14/2022
"Caterpillar, Inc.",CAT,01/19/2023,02/17/2023,01/20/2023,1.2,4.8,12/14/2022
CVS Health Corporation,CVS,01/19/2023,02/01/2023,01/20/2023,0.605,2.42,12/15/2022
Enel Chile S.A.,ENIC,01/19/2023,N/A,01/20/2023,0.015,0.031,12/02/2022
General Dynamics Corporation,GD,01/19/2023,02/10/2023,01/20/2023,1.26,5.04,12/07/2022
nVent Electric plc,NVT,01/19/2023,02/03/2023,01/20/2023,0.175,0.7,12/13/2022
"Patterson Companies, Inc.",PDCO,01/19/2023,02/03/2023,01/20/2023,0.26,1.04,12/13/2022
Pentair plc.,PNR,01/19/2023,02/03/2023,01/20/2023,0.22,0.88,12/12/2022
"PerkinElmer, Inc.",PKI,01/19/2023,02/10/2023,01/20/2023,0.07,0.28,10/26/2022
Virtus Artificial Intelligence & Technology Opportunities Fund,AIO,01/19/2023,02/01/2023,01/20/2023,0.15,1.8,12/02/2022
Virtus Convertible & Income 2024 Target Term Fund,CBH,01/19/2023,02/01/2023,01/20/2023,0.046,0.552,12/02/2022
Virtus Convertible & Income Fund II,NCZ,01/19/2023,02/01/2023,01/20/2023,0.038,0.45,12/02/2022
Virtus Convertible & Income Fund,NCV,01/19/2023,02/01/2023,01/20/2023,0.043,0.51,12/02/2022
Virtus Diversified Income & Convertible Fund,ACV,01/19/2023,02/01/2023,01/20/2023,0.18,2.16,12/02/2022
"Williams-Sonoma, Inc.",WSM,01/19/2023,02/24/2023,01/20/2023,0.78,3.12,12/15/2022
Zoetis Inc.,ZTS,01/19/2023,03/01/2023,01/20/2023,0.375,1.5,12/08/2022
APA Corporation,APA,01/20/2023,02/22/2023,01/23/2023,0.25,1.0,12/13/2022
Babson Global Short Duration High Yield Fund,BGH,01/20/2023,02/01/2023,01/23/2023,0.106,1.267,11/10/2022
"The Cooper Companies, Inc. ",COO,01/20/2023,02/10/2023,01/23/2023,0.03,0.06,12/14/2022
Clorox Company (The),CLX,01/24/2023,02/10/2023,01/25/2023,1.18,4.72,11/15/2022
Dell Technologies Inc.,DELL,01/24/2023,02/03/2023,01/25/2023,0.33,1.32,12/06/2022
"Krispy Kreme, Inc.",DNUT,01/24/2023,02/08/2023,01/25/2023,0.035,0.14,12/08/2022
"Lowe's Companies, Inc.",LOW,01/24/2023,02/08/2023,01/25/2023,1.05,4.2,11/11/2022
"West Pharmaceutical Services, Inc.",WST,01/24/2023,02/01/2023,01/25/2023,0.19,0.76,12/13/2022
Royal Bank Of Canada,RY,01/25/2023,02/24/2023,01/26/2023,0.984,3.936,11/30/2022
"Coca-Cola Consolidated, Inc.",COKE,01/26/2023,02/10/2023,01/27/2023,3.5,2.0,12/07/2022
"Pfizer, Inc.",PFE,01/26/2023,03/03/2023,01/27/2023,0.41,1.64,12/09/2022
Signet Jewelers Limited,SIG,01/26/2023,02/24/2023,01/27/2023,0.2,0.8,12/06/2022
Bank Of Montreal,BMO,01/27/2023,02/28/2023,01/30/2023,1.066,4.264,12/01/2022
"ConAgra Brands, Inc.",CAG,01/27/2023,03/02/2023,01/30/2023,0.33,1.32,12/21/2022
"ARC Document Solutions, Inc.",ARC,01/30/2023,02/28/2023,01/31/2023,0.05,0.2,12/08/2022
Scholastic Corporation,SCHL,01/30/2023,03/15/2023,01/31/2023,0.2,0.8,12/14/2022
"Virtus Investment Partners, Inc.",VRTS,01/30/2023,02/15/2023,01/31/2023,1.65,6.6,12/08/2022
The AES Corporation,AES,01/31/2023,02/15/2023,02/01/2023,0.166,0.664,12/02/2022
Ames National Corporation,ATLO,01/31/2023,02/15/2023,02/01/2023,0.27,1.08,11/09/2022
"Caseys General Stores, Inc.",CASY,01/31/2023,02/15/2023,02/01/2023,0.38,1.52,12/06/2022
"Donegal Group, Inc.",DGICA,01/31/2023,02/15/2023,02/01/2023,0.165,0.66,12/15/2022
"Donegal Group, Inc.",DGICB,01/31/2023,02/15/2023,02/01/2023,0.147,0.59,12/15/2022
"Hasbro, Inc.",HAS,01/31/2023,02/15/2023,02/01/2023,0.7,2.8,12/06/2022
"Lifetime Brands, Inc.",LCUT,01/31/2023,02/15/2023,02/01/2023,0.043,0.17,11/03/2022
Pinnacle West Capital Corporation,PNW,01/31/2023,03/01/2023,02/01/2023,0.865,3.46,12/14/2022
"American Software, Inc.",AMSWA,02/02/2023,02/17/2023,02/03/2023,0.11,0.44,11/16/2022
"Lamb Weston Holdings, Inc.",LW,02/02/2023,03/03/2023,02/03/2023,0.28,1.12,12/14/2022
"PNM Resources, Inc. (Holding Co.)",PNM,02/02/2023,02/17/2023,02/03/2023,0.368,1.47,12/02/2022
American Water Works,AWK,02/06/2023,03/01/2023,02/07/2023,0.655,2.62,12/07/2022
FirstEnergy Corp.,FE,02/06/2023,03/01/2023,02/07/2023,0.39,1.56,12/13/2022
"TJX Companies, Inc. (The)",TJX,02/08/2023,03/02/2023,02/09/2023,0.295,1.18,12/06/2022
DallasNews Corporation,DALN,02/09/2023,03/03/2023,02/10/2023,0.16,0.64,12/01/2022
"Essential Utilities, Inc.",WTRG,02/09/2023,03/01/2023,02/10/2023,0.287,1.148,12/07/2022
Oil-Dri Corporation Of America,ODC,02/09/2023,02/24/2023,02/10/2023,0.28,1.12,12/08/2022
Starbucks Corporation,SBUX,02/09/2023,02/24/2023,02/10/2023,0.53,2.12,11/30/2022
"Helmerich & Payne, Inc.",HP,02/13/2023,02/28/2023,02/14/2023,0.485,1.0,12/09/2022
PACCAR Inc.,PCAR,02/13/2023,03/08/2023,02/14/2023,0.25,1.0,12/06/2022
"WEC Energy Group, Inc.",WEC,02/13/2023,03/01/2023,02/14/2023,0.78,3.12,12/13/2022
Aflac Incorporated,AFL,02/14/2023,03/01/2023,02/15/2023,0.42,1.68,11/08/2022
Amgen Inc.,AMGN,02/14/2023,03/08/2023,02/15/2023,2.13,8.52,12/12/2022
Enbridge Inc,ENB,02/14/2023,03/01/2023,02/15/2023,1.318,2.646,11/30/2022
Fortis Inc.,FTS,02/14/2023,03/01/2023,02/15/2023,0.422,1.688,11/17/2022
Eli Lilly and Company,LLY,02/14/2023,03/10/2023,02/15/2023,1.13,4.52,12/12/2022
"Southwest Gas Holdings, Inc.",SWX,02/14/2023,03/01/2023,02/15/2023,0.62,2.48,11/17/2022
Bunge Limited,BG,02/15/2023,03/02/2023,02/16/2023,0.625,2.5,11/14/2022
"CenterPoint Energy, Inc.",CNP,02/15/2023,03/09/2023,02/16/2023,0.19,0.76,12/15/2022
Microsoft Corporation,MSFT,02/15/2023,03/09/2023,02/16/2023,0.68,2.72,11/29/2022
PHX Minerals Inc.,PHX,02/16/2023,03/03/2023,02/17/2023,0.023,0.09,12/13/2022
TE Connectivity Ltd.,TEL,02/16/2023,03/03/2023,02/17/2023,0.56,2.24,03/09/2022
"Applied Materials, Inc.",AMAT,02/22/2023,03/16/2023,02/23/2023,0.26,1.04,12/12/2022
"Fortune Brands Innovations, Inc.",FBIN,02/23/2023,03/15/2023,02/24/2023,0.23,0.92,12/13/2022
"Ramaco Resources, Inc.",METC,02/28/2023,03/15/2023,03/01/2023,0.125,0.5,12/08/2022
TransAlta Corporation,TAC,02/28/2023,04/01/2023,03/01/2023,0.04,0.162,12/12/2022
"Tyson Foods, Inc.",TSN,02/28/2023,03/15/2023,03/01/2023,0.48,1.92,11/14/2022
